sensor,type,uptime,v,a,w,kwh,hz,pf,time
main_power,json,50002,226.7,0.688,116.9,0.829,49.9,0.75,2020-12-01 09:50:37
main_power,json,50033,226.9,0.701,120.2,0.829,49.9,0.76,2020-12-01 09:51:08
main_power,json,50064,227.3,0.686,116.1,0.831,49.9,0.74,2020-12-01 09:51:39
main_power,json,50095,227.4,0.739,132,0.832,50,0.79,2020-12-01 09:52:10
main_power,json,50126,227.6,0.719,125.9,0.833,50,0.77,2020-12-01 09:52:41
main_power,json,50157,227.3,0.706,121.2,0.834,49.9,0.76,2020-12-01 09:53:12
main_power,json,50189,227.2,0.677,113.1,0.835,49.8,0.74,2020-12-01 09:53:44
main_power,json,50220,227.3,0.689,117,0.836,50,0.75,2020-12-01 09:54:15
main_power,json,50251,227.2,0.714,124.6,0.837,50,0.77,2020-12-01 09:54:46
main_power,json,50282,227.2,0.736,131.6,0.838,50,0.79,2020-12-01 09:55:17
main_power,json,50313,227,0.697,118.3,0.839,49.9,0.75,2020-12-01 09:55:48
main_power,json,50344,227.1,0.691,117.8,0.84,50,0.75,2020-12-01 09:56:19
main_power,json,50375,226.9,0.688,116,0.841,49.9,0.74,2020-12-01 09:56:50
main_power,json,50406,227,0.689,116.2,0.842,49.9,0.74,2020-12-01 09:57:21
main_power,json,50437,227.3,0.686,116.4,0.843,50,0.75,2020-12-01 09:57:52
main_power,json,50468,227.3,0.679,113.1,0.844,50.1,0.73,2020-12-01 09:58:23
main_power,json,50500,227.7,0.667,110.9,0.845,50.1,0.73,2020-12-01 09:58:55
main_power,json,50531,227.5,0.677,113.4,0.846,50,0.74,2020-12-01 09:59:26
main_power,json,50562,227.5,0.66,110.5,0.847,50,0.74,2020-12-01 09:59:57
main_power,json,50593,227.6,0.674,111.8,0.848,50.1,0.73,2020-12-01 10:00:28
main_power,json,50624,228,0.677,112.7,0.849,50.1,0.73,2020-12-01 10:00:59
main_power,json,50655,228,0.678,113.1,0.85,50.1,0.73,2020-12-01 10:01:30
main_power,json,50686,228,0.683,114.4,0.851,50.1,0.73,2020-12-01 10:02:01
main_power,json,50717,228,0.702,119.7,0.852,50.1,0.75,2020-12-01 10:02:32
main_power,json,50748,228,0.683,114.3,0.853,50.1,0.73,2020-12-01 10:03:03
main_power,json,50779,227.8,0.676,112.5,0.854,50.1,0.73,2020-12-01 10:03:34
main_power,json,50810,227.7,0.534,78.1,0.855,50.1,0.64,2020-12-01 10:04:05
main_power,json,50841,227.7,0.491,59.6,0.855,50.1,0.53,2020-12-01 10:04:36
main_power,json,50873,227.6,0.476,57.6,0.856,50.1,0.53,2020-12-01 10:05:08
main_power,json,50904,227.8,0.477,56.3,0.856,50.1,0.52,2020-12-01 10:05:39
main_power,json,50935,227.4,0.477,56.5,0.857,50.1,0.52,2020-12-01 10:06:10
main_power,json,50966,227.5,0.481,58,0.857,50,0.53,2020-12-01 10:06:41
main_power,json,50997,227.5,0.476,58.3,0.858,50,0.54,2020-12-01 10:07:12
main_power,json,51028,227.6,0.475,58,0.858,50,0.54,2020-12-01 10:07:43
main_power,json,51059,227.4,0.477,55.9,0.859,50,0.52,2020-12-01 10:08:14
main_power,json,51090,227.6,0.482,57,0.859,50,0.52,2020-12-01 10:08:45
main_power,json,51121,227.6,0.472,55.6,0.86,50,0.52,2020-12-01 10:09:16
main_power,json,51152,228.4,0.484,57.1,0.86,50.1,0.52,2020-12-01 10:09:47
main_power,json,51183,228.5,0.48,57,0.861,50,0.52,2020-12-01 10:10:19
main_power,json,51215,228.1,0.457,54.3,0.861,50,0.52,2020-12-01 10:10:50
main_power,json,51246,227.9,0.471,56.4,0.862,49.9,0.53,2020-12-01 10:11:21
main_power,json,51277,227.6,0.486,57.2,0.862,49.9,0.52,2020-12-01 10:11:52
main_power,json,51308,227.7,0.476,57.6,0.863,49.9,0.53,2020-12-01 10:12:23
main_power,json,51339,227.8,0.482,56.4,0.863,49.9,0.51,2020-12-01 10:12:54
main_power,json,51370,226.6,0.483,56.1,0.864,49.9,0.51,2020-12-01 10:13:25
main_power,json,51401,226.7,0.473,58.6,0.864,49.9,0.55,2020-12-01 10:13:56
main_power,json,51432,226.8,0.478,55.5,0.865,49.9,0.51,2020-12-01 10:14:27
main_power,json,51463,226.3,0.484,58.9,0.865,49.9,0.54,2020-12-01 10:14:59
main_power,json,51495,226.7,0.473,58.8,0.866,49.9,0.55,2020-12-01 10:15:30
main_power,json,51526,226.7,0.476,56.4,0.866,50,0.52,2020-12-01 10:16:01
main_power,json,51557,226.8,0.466,55.9,0.867,50.1,0.53,2020-12-01 10:16:32
main_power,json,51588,227,0.485,58.9,0.867,50.1,0.53,2020-12-01 10:17:03
main_power,json,51619,227.1,0.493,59.3,0.868,50.1,0.53,2020-12-01 10:17:34
main_power,json,51650,227.2,0.481,55.8,0.868,50.1,0.51,2020-12-01 10:18:05
main_power,json,51681,227.1,0.481,56.7,0.869,50.1,0.52,2020-12-01 10:18:36
main_power,json,51712,227,0.482,56.9,0.869,50.1,0.52,2020-12-01 10:19:07
main_power,json,51743,227.3,0.479,57.1,0.87,50.2,0.52,2020-12-01 10:19:39
main_power,json,51775,227.2,0.485,58.9,0.87,50.2,0.53,2020-12-01 10:20:10
main_power,json,51806,227.1,0.49,58.1,0.871,50.1,0.52,2020-12-01 10:20:41
main_power,json,51837,226.9,0.479,56.8,0.871,50.2,0.52,2020-12-01 10:21:12
main_power,json,51868,227,0.49,58.4,0.872,50.1,0.53,2020-12-01 10:21:43
main_power,json,51899,227,0.48,58.8,0.872,50.1,0.54,2020-12-01 10:22:14
main_power,json,51930,227.1,0.468,55.8,0.873,50.2,0.53,2020-12-01 10:22:45
main_power,json,51961,227,0.475,56.1,0.873,50.2,0.52,2020-12-01 10:23:16
main_power,json,51992,227.2,0.501,61.9,0.874,50.2,0.54,2020-12-01 10:23:47
main_power,json,52023,227,0.477,56.4,0.874,50.2,0.52,2020-12-01 10:24:18
main_power,json,52054,227.2,0.477,55.5,0.875,50.2,0.51,2020-12-01 10:24:49
main_power,json,52085,227.3,0.47,55.6,0.875,50.2,0.52,2020-12-01 10:25:20
main_power,json,52117,227.2,0.471,57.2,0.876,50.2,0.53,2020-12-01 10:25:52
main_power,json,52148,227.3,0.479,56.6,0.876,50.2,0.52,2020-12-01 10:26:23
main_power,json,52179,227.2,0.475,56.4,0.877,50.2,0.52,2020-12-01 10:26:54
main_power,json,52210,227.3,0.471,56.5,0.877,50.2,0.53,2020-12-01 10:27:25
main_power,json,52241,227.1,0.478,57.4,0.878,50.1,0.53,2020-12-01 10:27:56
main_power,json,52272,227,0.677,112.2,0.879,50.1,0.73,2020-12-01 10:28:27
main_power,json,52303,226.5,0.678,114.5,0.879,50.1,0.75,2020-12-01 10:28:58
main_power,json,52334,226.7,0.689,116.1,0.881,50.1,0.74,2020-12-01 10:29:29
main_power,json,52365,226.4,0.701,119,0.882,50.1,0.75,2020-12-01 10:30:00
main_power,json,52396,226.4,0.686,115.8,0.883,50.1,0.75,2020-12-01 10:30:31
main_power,json,52427,226.3,0.669,110.7,0.884,50.1,0.73,2020-12-01 10:31:02
main_power,json,52458,226.4,0.68,114.3,0.885,50.1,0.74,2020-12-01 10:31:34
main_power,json,52490,226.3,0.732,128.4,0.886,50,0.78,2020-12-01 10:32:05
main_power,json,52521,226.6,0.691,116.7,0.887,50,0.75,2020-12-01 10:32:36
main_power,json,52552,226.5,0.692,117.3,0.888,50,0.75,2020-12-01 10:33:07
main_power,json,52583,226.9,0.707,121.7,0.889,50.1,0.76,2020-12-01 10:33:38
main_power,json,52614,226.8,0.674,113,0.89,50,0.74,2020-12-01 10:34:09
main_power,json,52645,226.5,0.713,124.6,0.891,50,0.77,2020-12-01 10:34:40
main_power,json,52676,226.3,0.706,119.9,0.892,50,0.75,2020-12-01 10:35:11
main_power,json,52707,226.9,0.713,122,0.893,50.1,0.75,2020-12-01 10:35:42
main_power,json,52738,226.6,0.695,118.3,0.894,50,0.75,2020-12-01 10:36:13
main_power,json,52769,226.6,0.703,121.3,0.895,50,0.76,2020-12-01 10:36:44
main_power,json,52800,226.7,0.697,120,0.896,50,0.76,2020-12-01 10:37:15
main_power,json,52832,226.6,0.702,120.7,0.897,50,0.76,2020-12-01 10:37:47
main_power,json,52863,226.7,0.696,119.2,0.898,50,0.76,2020-12-01 10:38:18
main_power,json,52894,226.5,0.696,118.7,0.899,50,0.75,2020-12-01 10:38:49
main_power,json,52925,226.6,0.696,118.8,0.9,50,0.75,2020-12-01 10:39:20
main_power,json,52956,226.9,0.697,119.3,0.901,50.1,0.75,2020-12-01 10:39:51
main_power,json,52987,226.9,0.694,117.7,0.902,50.1,0.75,2020-12-01 10:40:22
main_power,json,53018,226.6,0.699,119.2,0.903,50.1,0.75,2020-12-01 10:40:53
main_power,json,53049,226.5,0.698,119.2,0.904,50.1,0.75,2020-12-01 10:41:24
main_power,json,53080,226.9,0.687,116.7,0.905,50,0.75,2020-12-01 10:41:55
main_power,json,53111,226.8,0.693,117.6,0.906,50.1,0.75,2020-12-01 10:42:26
main_power,json,53142,226.9,0.701,120.2,0.907,50.1,0.76,2020-12-01 10:42:57
main_power,json,53174,227.1,0.705,121.1,0.908,50.1,0.76,2020-12-01 10:43:29
main_power,json,53205,226.9,0.698,119.6,0.91,50.1,0.76,2020-12-01 10:44:00
main_power,json,53236,226.9,0.702,119.5,0.91,50.1,0.75,2020-12-01 10:44:31
main_power,json,53267,226.7,0.689,117.4,0.912,50.1,0.75,2020-12-01 10:45:02
main_power,json,53298,226.9,0.695,118.7,0.913,50.1,0.75,2020-12-01 10:45:33
main_power,json,53329,226.8,0.691,117.5,0.914,50.1,0.75,2020-12-01 10:46:04
main_power,json,53360,226.7,0.726,127.9,0.915,50.1,0.78,2020-12-01 10:46:35
main_power,json,53391,226.8,0.697,119.1,0.916,50.1,0.75,2020-12-01 10:47:06
main_power,json,53422,226.8,0.693,118.4,0.917,50.1,0.75,2020-12-01 10:47:37
main_power,json,53453,226.8,0.703,119.9,0.918,50.1,0.75,2020-12-01 10:48:08
main_power,json,53484,226.8,0.697,118.9,0.919,50.1,0.75,2020-12-01 10:48:39
main_power,json,53516,226.9,0.696,118.7,0.92,50.1,0.75,2020-12-01 10:49:11
main_power,json,53547,226.8,0.698,117.8,0.921,50.2,0.74,2020-12-01 10:49:42
main_power,json,53578,226.8,0.697,118.9,0.922,50.2,0.75,2020-12-01 10:50:13
main_power,json,53609,227,0.744,132,0.923,50.2,0.78,2020-12-01 10:50:44
main_power,json,53640,227.2,0.715,126.2,0.924,50.2,0.78,2020-12-01 10:51:15
main_power,json,53671,227.3,0.727,129.4,0.925,50.2,0.78,2020-12-01 10:51:46
main_power,json,53702,227.1,0.778,141.8,0.926,50.2,0.8,2020-12-01 10:52:17
main_power,json,53733,227.6,0.675,114.2,0.927,50.2,0.74,2020-12-01 10:52:48
main_power,json,53764,227.5,0.688,116.9,0.928,50.2,0.75,2020-12-01 10:53:19
main_power,json,53795,227.4,0.694,119,0.929,50.2,0.75,2020-12-01 10:53:50
main_power,json,53826,227.3,0.689,118,0.93,50.2,0.75,2020-12-01 10:54:21
main_power,json,53858,227.2,0.723,125.6,0.931,50.2,0.76,2020-12-01 10:54:53
main_power,json,53889,227.2,0.698,119.8,0.932,50.1,0.76,2020-12-01 10:55:24
main_power,json,53920,227.3,0.733,131.1,0.933,50.1,0.79,2020-12-01 10:55:55
main_power,json,53951,227.5,0.697,119.2,0.935,50.1,0.75,2020-12-01 10:56:26
main_power,json,53982,227.4,0.775,144,0.936,50.1,0.82,2020-12-01 10:56:57
main_power,json,54013,227.5,0.674,113.2,0.937,50.1,0.74,2020-12-01 10:57:28
main_power,json,54044,227.7,0.698,119.6,0.938,50.1,0.75,2020-12-01 10:57:59
main_power,json,54075,227.7,0.693,119,0.939,50.1,0.75,2020-12-01 10:58:30
main_power,json,54106,227.6,0.691,118.6,0.94,50.1,0.75,2020-12-01 10:59:01
main_power,json,54137,227.9,0.698,120.5,0.941,50.1,0.76,2020-12-01 10:59:32
main_power,json,54168,227.7,0.708,123.3,0.942,50.1,0.76,2020-12-01 11:00:03
main_power,json,54200,227.7,0.726,128.3,0.943,50,0.78,2020-12-01 11:00:35
main_power,json,54231,228.1,0.694,118.6,0.944,50.1,0.75,2020-12-01 11:01:06
main_power,json,54262,227.9,0.699,119.1,0.945,50,0.75,2020-12-01 11:01:37
main_power,json,54293,227.8,0.698,119.8,0.946,50,0.75,2020-12-01 11:02:08
main_power,json,54324,227.9,0.706,120.8,0.947,50,0.75,2020-12-01 11:02:39
main_power,json,54355,228,0.705,120.2,0.948,50.1,0.75,2020-12-01 11:03:10
main_power,json,54386,227.9,0.721,125.6,0.949,50,0.76,2020-12-01 11:03:41
main_power,json,54417,227.9,0.695,118.6,0.95,50,0.75,2020-12-01 11:04:12
main_power,json,54448,227.9,0.693,118.6,0.951,50.1,0.75,2020-12-01 11:04:43
main_power,json,54479,228.2,0.711,122.3,0.952,50.1,0.75,2020-12-01 11:05:14
main_power,json,54511,227.5,0.704,120.7,0.953,50.1,0.75,2020-12-01 11:05:46
main_power,json,54542,226.1,0.693,117.2,0.954,50.1,0.75,2020-12-01 11:06:17
main_power,json,54573,226.7,0.708,122.8,0.956,50.2,0.77,2020-12-01 11:06:48
main_power,json,54604,226.6,0.698,118.3,0.956,50.1,0.75,2020-12-01 11:07:19
main_power,json,54635,226.5,0.708,121.6,0.958,50.1,0.76,2020-12-01 11:07:50
main_power,json,54666,226.7,0.727,126.8,0.959,50.2,0.77,2020-12-01 11:08:21
main_power,json,54697,226.7,0.734,129.6,0.96,50.2,0.78,2020-12-01 11:08:52
main_power,json,54728,226.8,0.695,118.3,0.961,50.2,0.75,2020-12-01 11:09:23
main_power,json,54759,226.7,0.688,115.3,0.962,50.2,0.74,2020-12-01 11:09:54
main_power,json,54790,226.7,0.701,120.6,0.963,50.2,0.76,2020-12-01 11:10:25
main_power,json,54821,226.7,0.708,122.2,0.964,50.2,0.76,2020-12-01 11:10:56
main_power,json,54853,226.8,0.692,116.8,0.965,50.2,0.74,2020-12-01 11:11:28
main_power,json,54884,226.7,0.715,124.9,0.966,50.2,0.77,2020-12-01 11:11:59
main_power,json,54915,227.1,0.677,113.6,0.967,50.1,0.74,2020-12-01 11:12:30
main_power,json,54946,227.2,0.713,122.6,0.968,50.2,0.76,2020-12-01 11:13:01
main_power,json,54977,227.1,0.693,117,0.969,50.1,0.74,2020-12-01 11:13:32
main_power,json,55008,226.9,0.78,142.1,0.97,50,0.8,2020-12-01 11:14:03
main_power,json,55039,226.3,0.701,117.7,0.971,49.9,0.74,2020-12-01 11:14:34
main_power,json,55070,226.1,0.667,111.3,0.972,49.8,0.74,2020-12-01 11:15:05
main_power,json,55101,226.6,0.677,112.3,0.973,49.9,0.73,2020-12-01 11:15:36
main_power,json,55132,226.9,0.674,112.7,0.974,50,0.74,2020-12-01 11:16:07
main_power,json,55163,226.9,0.677,114,0.975,49.9,0.74,2020-12-01 11:16:39
main_power,json,55195,226.8,0.667,110.5,0.976,49.8,0.73,2020-12-01 11:17:10
main_power,json,55226,227.1,0.677,114.2,0.977,49.9,0.74,2020-12-01 11:17:41
main_power,json,55257,227.4,0.69,115.2,0.978,50,0.73,2020-12-01 11:18:12
main_power,json,55288,227.3,0.684,113.7,0.979,50,0.73,2020-12-01 11:18:43
main_power,json,55319,227.7,0.683,114.6,0.98,50,0.74,2020-12-01 11:19:14
main_power,json,55350,227.4,0.687,115.4,0.981,50,0.74,2020-12-01 11:19:45
main_power,json,55381,227.5,0.501,67.6,0.982,49.9,0.59,2020-12-01 11:20:16
main_power,json,55412,227.6,0.499,60.7,0.983,49.9,0.53,2020-12-01 11:20:50
main_power,json,55446,227.7,0.475,57.3,0.983,49.9,0.53,2020-12-01 11:21:21
main_power,json,55477,227.8,0.483,57.9,0.984,50,0.53,2020-12-01 11:21:52
main_power,json,55508,227.7,0.491,58.8,0.984,49.9,0.53,2020-12-01 11:22:23
main_power,json,55539,227.5,0.491,57.6,0.985,49.9,0.52,2020-12-01 11:22:54
main_power,json,55570,227.7,0.482,58.2,0.985,50,0.53,2020-12-01 11:23:25
main_power,json,55602,228.1,0.482,57.5,0.986,50,0.52,2020-12-01 11:23:57
main_power,json,55633,228.3,0.49,58.2,0.986,50,0.52,2020-12-01 11:24:28
main_power,json,55664,228.2,0.478,58.1,0.987,50,0.53,2020-12-01 11:24:59
main_power,json,55695,228.3,0.483,58.5,0.987,50,0.53,2020-12-01 11:25:30
main_power,json,55726,228.2,0.472,57.5,0.988,50,0.53,2020-12-01 11:26:01
main_power,json,55757,227.9,0.476,57,0.988,50,0.53,2020-12-01 11:26:32
main_power,json,55788,228.2,0.473,58.2,0.989,50,0.54,2020-12-01 11:27:03
main_power,json,55819,228.3,0.477,57.8,0.989,50.1,0.53,2020-12-01 11:27:34
main_power,json,55850,228.4,0.483,59,0.99,50.1,0.53,2020-12-01 11:28:05
main_power,json,55881,228.7,0.477,56.3,0.99,50,0.52,2020-12-01 11:28:36
main_power,json,55912,227.9,0.493,59,0.991,50,0.53,2020-12-01 11:29:07
main_power,json,55944,227.9,0.487,57.4,0.991,50.1,0.52,2020-12-01 11:29:41
main_power,json,55975,227.6,0.506,63.9,0.992,50,0.55,2020-12-01 11:30:10
main_power,json,56006,227.5,0.498,61.7,0.992,49.8,0.54,2020-12-01 11:30:41
main_power,json,56037,227.4,0.483,58.4,0.993,49.8,0.53,2020-12-01 11:31:12
main_power,json,56068,228.1,0.507,62.9,0.993,49.9,0.54,2020-12-01 11:31:43
main_power,json,56099,228,0.485,57.5,0.994,49.7,0.52,2020-12-01 11:32:14
main_power,json,56130,228,0.494,58,0.994,49.7,0.51,2020-12-01 11:32:45
main_power,json,56161,228.3,0.482,58,0.995,49.7,0.53,2020-12-01 11:33:16
main_power,json,56192,228.5,0.721,127.5,0.995,49.9,0.77,2020-12-01 11:33:47
main_power,json,56223,228.4,0.668,111.9,0.996,49.8,0.73,2020-12-01 11:34:18
main_power,json,56254,228.3,0.673,114.3,0.997,49.8,0.74,2020-12-01 11:34:49
main_power,json,56286,228.8,0.683,115.9,0.998,49.8,0.74,2020-12-01 11:35:21
main_power,json,56317,229,0.674,111.7,1,50,0.72,2020-12-01 11:35:52
main_power,json,56348,228.9,0.681,115.7,1,50,0.74,2020-12-01 11:36:23
main_power,json,56379,228.8,0.674,112.8,1.002,49.9,0.73,2020-12-01 11:36:54
main_power,json,56410,227.3,0.725,128.3,1.003,50,0.78,2020-12-01 11:37:25
main_power,json,56441,227.4,0.693,117.6,1.004,50,0.75,2020-12-01 11:37:56
main_power,json,56472,227,0.705,122.9,1.005,49.9,0.77,2020-12-01 11:38:27
main_power,json,56503,226.5,0.733,130.4,1.006,49.8,0.79,2020-12-01 11:38:58
main_power,json,56534,226.9,0.718,126.3,1.007,50,0.78,2020-12-01 11:39:29
main_power,json,56565,227,0.674,114.5,1.008,50,0.75,2020-12-01 11:40:00
main_power,json,56596,226.9,0.693,117.5,1.009,50,0.75,2020-12-01 11:40:31
main_power,json,56628,227.1,0.677,114.1,1.01,50,0.74,2020-12-01 11:41:03
main_power,json,56659,227.1,0.691,118.1,1.011,50,0.75,2020-12-01 11:41:34
main_power,json,56690,226.9,0.716,125.9,1.012,49.9,0.77,2020-12-01 11:42:05
main_power,json,56721,226.8,0.678,114,1.013,50,0.74,2020-12-01 11:42:36
main_power,json,56752,227.5,0.675,114.1,1.014,50,0.74,2020-12-01 11:43:07
main_power,json,56783,227.3,0.674,113.5,1.015,50,0.74,2020-12-01 11:43:38
main_power,json,56814,227.2,0.666,110.3,1.016,49.9,0.73,2020-12-01 11:44:09
main_power,json,56845,227.4,0.673,112.5,1.017,50,0.74,2020-12-01 11:44:40
main_power,json,56876,227.8,0.678,114.8,1.018,50.1,0.74,2020-12-01 11:45:11
main_power,json,56907,226.9,0.67,112.7,1.019,49.8,0.74,2020-12-01 11:45:42
main_power,json,56938,227.5,0.678,115.2,1.02,50,0.75,2020-12-01 11:46:16
main_power,json,56972,227.6,0.675,113.6,1.021,50,0.74,2020-12-01 11:46:47
main_power,json,57003,227.4,0.666,112.4,1.022,50,0.74,2020-12-01 11:47:18
main_power,json,57034,227.1,0.674,112.9,1.023,49.9,0.74,2020-12-01 11:47:52
main_power,json,57068,226.8,0.67,112.3,1.024,49.9,0.74,2020-12-01 11:48:23
main_power,json,57099,227.3,0.679,114,1.025,50.1,0.74,2020-12-01 11:48:54
main_power,json,57130,227.1,0.666,111.3,1.026,50,0.74,2020-12-01 11:49:26
main_power,json,57162,227.2,0.679,116,1.027,50,0.75,2020-12-01 11:49:57
main_power,json,57193,227.2,0.675,113.9,1.028,50,0.74,2020-12-01 11:50:28
main_power,json,57224,227.2,0.67,111.6,1.029,50,0.73,2020-12-01 11:50:59
main_power,json,57255,226.8,0.697,119.9,1.03,49.9,0.76,2020-12-01 11:51:30
main_power,json,57286,227.2,0.677,112.6,1.031,50,0.73,2020-12-01 11:52:01
main_power,json,57317,227.6,0.675,113.3,1.032,50,0.74,2020-12-01 11:52:32
main_power,json,57348,227.3,0.662,110.8,1.033,50,0.74,2020-12-01 11:53:03
main_power,json,57379,227.2,0.679,114.9,1.034,49.9,0.74,2020-12-01 11:53:34
main_power,json,57410,227.6,0.668,112.4,1.035,50,0.74,2020-12-01 11:54:05
main_power,json,57441,227.5,0.68,113.5,1.036,50,0.73,2020-12-01 11:54:39
main_power,json,57475,227.1,0.677,111.4,1.037,49.8,0.72,2020-12-01 11:55:10
main_power,json,57506,228,0.676,113.3,1.038,50,0.74,2020-12-01 11:55:41
main_power,json,57537,227.9,0.68,114.5,1.039,50,0.74,2020-12-01 11:56:13
main_power,json,57569,227.9,0.688,117.3,1.04,50,0.75,2020-12-01 11:56:44
main_power,json,57600,228.1,0.481,56.4,1.041,50,0.51,2020-12-01 11:57:15
main_power,json,57631,228,0.482,56.5,1.041,50,0.51,2020-12-01 11:57:46
main_power,json,57662,227.7,0.48,56.1,1.041,50,0.51,2020-12-01 11:58:19
main_power,json,57693,227.8,0.472,56,1.042,49.9,0.52,2020-12-01 11:58:48
main_power,json,57724,228,0.481,56.3,1.043,50,0.51,2020-12-01 11:59:21
main_power,json,57755,227.9,0.462,55.8,1.043,49.9,0.53,2020-12-01 11:59:50
main_power,json,57786,228.4,0.474,55.7,1.043,50,0.51,2020-12-01 12:00:21
main_power,json,57817,229,0.474,56,1.044,50,0.52,2020-12-01 12:00:52
main_power,json,57848,229,0.487,59.5,1.044,50,0.53,2020-12-01 12:01:23
main_power,json,57879,228.6,0.468,54.9,1.045,49.9,0.51,2020-12-01 12:01:55
main_power,json,57911,228.9,0.482,56.2,1.045,50,0.51,2020-12-01 12:02:26
main_power,json,57942,229.3,0.468,55.4,1.046,50.1,0.52,2020-12-01 12:03:00
main_power,json,57976,228.5,0.481,56,1.046,50,0.51,2020-12-01 12:03:31
main_power,json,58007,228.3,0.473,55.5,1.047,49.9,0.51,2020-12-01 12:04:02
main_power,json,58038,228.6,0.478,56.2,1.047,50,0.51,2020-12-01 12:04:33
main_power,json,58069,228.7,0.49,58.5,1.048,50.1,0.52,2020-12-01 12:05:04
main_power,json,58100,228.6,0.483,58,1.048,50.1,0.53,2020-12-01 12:05:35
main_power,json,58131,228.9,0.478,57.7,1.049,50,0.53,2020-12-01 12:06:06
main_power,json,58162,228.8,0.478,55.2,1.049,50,0.5,2020-12-01 12:06:37
main_power,json,58193,229,0.483,56,1.05,50.1,0.51,2020-12-01 12:07:11
main_power,json,58227,229,0.476,55.6,1.05,50,0.51,2020-12-01 12:07:42
main_power,json,58258,229,0.471,56.6,1.051,50,0.52,2020-12-01 12:08:14
main_power,json,58290,228.7,0.468,55.4,1.051,50,0.52,2020-12-01 12:08:45
main_power,json,58321,229.3,0.475,56.2,1.052,50,0.52,2020-12-01 12:09:16
main_power,json,58352,229.4,0.483,56.1,1.052,49.9,0.51,2020-12-01 12:09:47
main_power,json,58383,229.5,0.469,55.2,1.053,50,0.51,2020-12-01 12:10:18
main_power,json,58414,229.5,0.476,55.5,1.053,50,0.51,2020-12-01 12:10:49
main_power,json,58445,229.4,0.478,56,1.054,50,0.51,2020-12-01 12:11:20
main_power,json,58476,229.4,0.467,57.7,1.054,50,0.54,2020-12-01 12:11:51
main_power,json,58507,229.3,0.481,59.6,1.055,50,0.54,2020-12-01 12:12:22
main_power,json,58538,229.5,0.485,57,1.055,50,0.51,2020-12-01 12:12:53
main_power,json,58569,229.5,0.5,61.1,1.056,50,0.53,2020-12-01 12:13:24
main_power,json,58600,229.1,0.474,56.6,1.056,49.9,0.52,2020-12-01 12:13:55
main_power,json,58632,229.7,0.472,56.3,1.057,50,0.52,2020-12-01 12:14:27
main_power,json,58663,229.9,0.483,55.6,1.057,50,0.5,2020-12-01 12:14:58
main_power,json,58694,229.8,0.482,56.2,1.058,50,0.51,2020-12-01 12:15:29
main_power,json,58725,229.9,0.471,55.4,1.058,50,0.51,2020-12-01 12:16:00
main_power,json,58756,229.7,0.488,55.7,1.059,50,0.5,2020-12-01 12:16:31
main_power,json,58787,229.8,0.469,55.3,1.059,50,0.51,2020-12-01 12:17:02
main_power,json,58818,230,0.473,56.1,1.06,50,0.52,2020-12-01 12:17:33
main_power,json,58849,230,0.482,54.9,1.06,50,0.5,2020-12-01 12:18:04
main_power,json,58880,229.3,0.474,55.2,1.061,50,0.51,2020-12-01 12:18:35
main_power,json,58911,229.5,0.473,55.5,1.061,50.1,0.51,2020-12-01 12:19:06
main_power,json,58942,229.6,0.465,55.3,1.062,50.2,0.52,2020-12-01 12:19:38
main_power,json,58974,229.7,0.488,56.5,1.062,50.2,0.5,2020-12-01 12:20:09
main_power,json,59005,229.4,0.484,56.9,1.063,50.2,0.51,2020-12-01 12:20:40
main_power,json,59036,229.2,0.48,57,1.063,50.2,0.52,2020-12-01 12:21:11
main_power,json,59067,229.3,0.483,56.4,1.064,50.1,0.51,2020-12-01 12:21:42
main_power,json,59098,229,0.477,56.3,1.064,50.2,0.52,2020-12-01 12:22:13
main_power,json,59129,229.2,0.47,56.3,1.065,50.2,0.52,2020-12-01 12:22:44
main_power,json,59160,228.5,0.485,56.3,1.065,50.1,0.51,2020-12-01 12:23:15
main_power,json,59191,229,0.49,55.9,1.066,50.2,0.5,2020-12-01 12:23:46
main_power,json,59222,228.5,0.482,57.4,1.066,50.2,0.52,2020-12-01 12:24:17
main_power,json,59253,228.6,0.467,54.4,1.066,50.1,0.51,2020-12-01 12:24:48
main_power,json,59285,228.1,0.476,54.7,1.067,50.1,0.5,2020-12-01 12:25:20
main_power,json,59316,228.5,0.477,55.4,1.068,50.1,0.51,2020-12-01 12:25:51
main_power,json,59347,228.2,0.483,54.9,1.068,50.1,0.5,2020-12-01 12:26:22
main_power,json,59378,228.8,0.48,56.1,1.068,50.1,0.51,2020-12-01 12:26:53
main_power,json,59409,228.6,0.474,55.8,1.069,50.2,0.51,2020-12-01 12:27:24
main_power,json,59440,228.8,0.472,55.4,1.069,50.2,0.51,2020-12-01 12:27:55
main_power,json,59471,228.4,0.483,58.7,1.07,50.2,0.53,2020-12-01 12:28:26
main_power,json,59502,228.8,0.48,56.7,1.07,50.2,0.52,2020-12-01 12:28:57
main_power,json,59533,229,0.493,56.6,1.071,50.2,0.5,2020-12-01 12:29:28
main_power,json,59564,229.1,0.476,56,1.071,50.1,0.51,2020-12-01 12:29:59
main_power,json,59595,229.2,0.489,56.5,1.072,50.2,0.5,2020-12-01 12:30:30
main_power,json,59627,229.2,0.469,56.1,1.072,50.1,0.52,2020-12-01 12:31:02
main_power,json,59658,229.5,0.484,55.5,1.073,50.1,0.5,2020-12-01 12:31:33
